Number_of_Riders,Number_of_Drivers,Location_Category,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage,Loyalty_Gold,Loyalty_Regular,Loyalty_Silver
93,20,Urban,38,4.78,Afternoon,Premium,144,447.083068843808,1.1481481481481481,1.9,447.083068843808,0.0,0,1,0
57,44,Urban,78,3.53,Evening,Economy,153,584.888884974888,1.425,0.8636363636363636,584.888884974888,0.0,1,0,0
67,16,Suburban,24,4.52,Evening,Premium,150,488.1872511532145,1.675,2.375,488.1872511532145,0.0,1,0,0
68,16,Urban,91,4.49,Night,Economy,77,246.7577555097292,1.7,2.375,996.2844378705316,303.74999999999994,0,0,1
38,22,Urban,60,3.6,Morning,Premium,104,312.1731588463509,0.95,1.7272727272727273,312.1731588463509,0.0,1,0,0
49,28,Urban,61,3.9,Evening,Premium,172,576.281119337865,1.225,1.3571428571428572,958.0673608992006,66.25000000000001,0,0,1
98,59,Urban,55,4.6,Morning,Economy,100,381.391205400882,1.2098765432098766,0.6440677966101694,369.1490185608537,-3.2098765432098726,0,1,0
47,9,Suburban,38,4.06,Morning,Economy,141,543.7702542024564,1.175,1.2222222222222223,543.7702542024564,0.0,1,0,0
27,11,Urban,97,4.78,Evening,Premium,137,472.5224037960476,0.675,1.0,378.0179230368381,-20.0,0,1,0
59,29,Urban,68,4.4,Night,Premium,88,286.05897011629656,1.475,1.3103448275862069,552.8829405178766,93.2758620689655,0,1,0
56,20,Urban,74,4.05,Evening,Economy,25,88.95619552388446,1.4,1.9,236.62348009353263,166.0,0,1,0
50,39,Urban,62,3.95,Morning,Premium,135,646.9811778631195,1.25,0.9743589743589743,646.9811778631195,0.0,1,0,0
93,37,Urban,37,4.75,Night,Economy,76,292.9246564000302,1.1481481481481481,1.027027027027027,292.9246564000302,0.0,1,0,0
46,22,Rural,97,3.51,Morning,Economy,100,395.769846813748,1.15,1.7272727272727273,786.1428320800359,98.63636363636364,0,1,0
56,19,Suburban,16,4.46,Evening,Premium,86,279.6798100890559,1.4,2.0,783.1034682493564,179.99999999999997,0,0,1
37,16,Suburban,8,4.5,Evening,Economy,46,192.50297743378897,0.925,2.375,192.50297743378897,0.0,1,0,0
85,58,Urban,85,4.1,Night,Premium,92,351.77029329216225,1.0493827160493827,0.6551724137931034,295.3133326403338,-16.049382716049372,0,1,0
27,7,Urban,89,3.6,Morning,Premium,120,555.4019371049674,0.675,1.5714285714285714,698.2195780748161,25.71428571428571,0,1,0
44,16,Rural,31,3.96,Night,Premium,122,395.3781570382596,1.1,2.375,1032.9254352624532,161.25,0,0,1
75,51,Suburban,68,3.65,Afternoon,Premium,66,261.5103067801241,1.875,0.7450980392156863,392.26546017018615,50.0,0,1,0
21,11,Urban,46,3.84,Morning,Economy,103,397.5648404411393,0.525,1.0,318.05187235291146,-20.0,1,0,0
42,29,Suburban,67,4.59,Morning,Premium,153,735.2764383329761,1.05,1.3103448275862069,735.2764383329761,0.0,0,0,1
25,15,Suburban,100,4.9,Night,Premium,94,289.4570095389695,0.625,2.533333333333333,289.4570095389695,0.0,0,0,1
67,46,Suburban,92,4.72,Morning,Economy,32,97.6750013649232,1.675,0.8260869565217391,97.6750013649232,0.0,0,1,0
29,6,Suburban,24,4.37,Afternoon,Economy,50,197.46392160702555,0.725,1.8333333333333333,289.6137516903042,46.666666666666686,0,0,1
100,70,Urban,42,4.9,Night,Premium,167,762.8822843495781,1.2345679012345678,0.5428571428571428,753.4639845427931,-1.2345679012345718,1,0,0
37,10,Suburban,27,4.26,Afternoon,Economy,143,512.44939271165,0.925,1.1,512.44939271165,0.0,1,0,0
31,14,Urban,37,4.3,Night,Premium,103,484.4661863877365,0.775,2.7142857142857144,484.4661863877365,0.0,1,0,0
49,12,Suburban,30,4.37,Afternoon,Premium,84,353.01840875622844,1.225,3.1666666666666665,1369.4172439668696,287.91666666666674,0,0,1
42,19,Rural,56,4.84,Evening,Premium,144,539.7316715337728,1.05,2.0,539.7316715337728,0.0,0,1,0
61,5,Rural,48,4.15,Morning,Economy,29,114.16365482248573,1.525,2.2,383.0190619294396,235.5,0,1,0
24,7,Suburban,85,4.36,Night,Economy,169,521.4080460440558,0.6,1.5714285714285714,521.4080460440558,0.0,1,0,0
20,10,Rural,18,4.28,Evening,Premium,123,450.3878805106937,0.5,1.1,396.34133484941054,-11.999999999999984,0,1,0
22,9,Urban,36,4.51,Evening,Premium,10,82.69156896202661,0.55,1.2222222222222223,80.85397854064824,-2.2222222222222183,0,0,1
98,87,Suburban,59,4.26,Afternoon,Economy,13,34.57409278115731,1.2098765432098766,0.4367816091954023,33.46430708694733,-3.2098765432098606,0,1,0
30,14,Urban,64,4.45,Afternoon,Economy,147,535.1718879088473,0.75,2.7142857142857144,1162.08752803064,117.14285714285715,0,0,1
32,13,Urban,75,4.56,Evening,Premium,111,333.4011668412356,0.8,2.923076923076923,333.4011668412356,0.0,0,1,0
22,12,Urban,49,4.88,Night,Premium,35,179.8388198801664,0.55,3.1666666666666665,179.8388198801664,0.0,0,0,1
62,8,Urban,13,4.2,Night,Premium,65,241.9912178461052,1.55,1.375,515.7437830345117,113.12499999999999,0,0,1
51,27,Urban,8,4.31,Night,Economy,92,369.3803924019288,1.275,1.4074074074074074,369.3803924019288,0.0,1,0,0
85,74,Suburban,82,3.92,Evening,Premium,177,704.3001292247022,1.0493827160493827,0.5135135135135135,591.2643060157994,-16.04938271604938,0,1,0
28,9,Urban,26,3.95,Night,Premium,114,466.9720738288303,0.7,1.2222222222222223,456.59491663263407,-2.222222222222218,0,0,1
93,70,Suburban,21,3.81,Evening,Economy,12,41.12164471941277,1.1481481481481481,0.5428571428571428,37.77099218671988,-8.148148148148145,0,0,1
36,9,Suburban,53,4.46,Night,Premium,127,404.02979977887577,0.9,1.2222222222222223,444.4327797567634,10.000000000000016,0,0,1
80,22,Rural,17,4.4,Morning,Economy,141,423.75441798529033,2.0,1.7272727272727273,423.75441798529033,0.0,1,0,0
60,24,Rural,18,4.16,Morning,Premium,45,165.72466245477892,1.5,1.5833333333333333,393.59607333009996,137.5,0,1,0
97,45,Urban,90,3.71,Morning,Premium,151,578.8213877560842,1.1975308641975309,0.8444444444444444,585.3321358762487,1.1248285322359506,0,0,1
53,14,Suburban,24,3.99,Afternoon,Premium,161,707.4493979183783,1.325,2.7142857142857144,2544.2912275135964,259.64285714285717,0,0,1
79,22,Rural,53,3.96,Evening,Premium,126,542.8095730212775,1.975,1.7272727272727273,1851.7208388748581,241.13636363636363,0,0,1
44,24,Urban,55,4.08,Afternoon,Premium,137,513.9900766589533,1.1,1.5833333333333333,895.1993835143437,74.16666666666669,0,0,1
34,12,Suburban,3,4.83,Night,Premium,62,298.3556200090825,0.85,3.1666666666666665,298.3556200090825,0.0,0,1,0
55,12,Urban,96,4.66,Morning,Premium,48,183.2701656673754,1.375,3.1666666666666665,183.2701656673754,0.0,0,0,1
49,29,Suburban,35,4.8,Evening,Premium,160,468.3069201504469,1.225,1.3103448275862069,468.3069201504469,0.0,0,1,0
72,54,Rural,68,3.85,Afternoon,Economy,74,220.4983368386397,1.8,0.7037037037037037,317.5176050476412,44.00000000000003,0,1,0
72,27,Urban,76,3.97,Morning,Premium,70,265.94661511348426,1.8,1.4074074074074074,265.94661511348426,0.0,1,0,0
99,6,Suburban,49,4.32,Afternoon,Economy,113,311.4894374116108,1.2222222222222223,1.8333333333333333,311.4894374116108,0.0,1,0,0
21,10,Rural,22,4.42,Morning,Economy,151,647.8477765247827,0.525,1.1,570.1060433418089,-11.999999999999982,0,1,0
50,25,Urban,89,4.74,Afternoon,Economy,107,383.9141419544756,1.25,1.52,383.9141419544756,0.0,0,0,1
61,35,Rural,4,4.77,Morning,Premium,115,557.916185756397,1.525,1.0857142857142856,557.916185756397,0.0,0,0,1
24,5,Rural,57,4.96,Night,Premium,70,228.7960083986281,0.6,2.2,228.7960083986281,0.0,0,0,1
31,17,Rural,71,4.46,Evening,Premium,55,237.76862211931405,0.775,2.235294117647059,425.18624190747926,78.82352941176471,0,0,1
35,20,Suburban,62,3.55,Afternoon,Economy,117,297.0874038526085,0.875,1.9,493.90780890496154,66.24999999999999,0,1,0
74,30,Urban,97,3.9,Evening,Economy,179,794.3231511066332,1.85,1.2666666666666666,1861.3639174265438,134.33333333333334,0,1,0
94,61,Urban,12,4.95,Evening,Premium,133,563.8497971641384,1.1604938271604939,0.6229508196721312,523.4753672437433,-7.16049382716049,0,1,0
44,11,Rural,31,3.92,Afternoon,Premium,110,339.2870734791633,1.1,1.0,373.2157808270797,10.000000000000012,0,0,1
84,37,Urban,3,3.83,Evening,Premium,69,248.9476553705649,1.037037037037037,1.027027027027027,248.9476553705649,0.0,1,0,0
27,12,Suburban,39,4.51,Morning,Premium,55,279.2686999169939,0.675,3.1666666666666665,279.2686999169939,0.0,0,1,0
59,36,Suburban,43,3.74,Evening,Premium,25,145.04223833476908,1.475,1.0555555555555556,225.82270718510574,55.694444444444436,0,1,0
82,20,Urban,59,3.99,Night,Premium,45,241.8259564507362,1.0123456790123457,1.9,465.1417779632678,92.34567901234566,0,1,0
24,10,Urban,24,4.09,Morning,Premium,97,430.60985477056624,0.6,1.1,378.93667219809834,-11.99999999999999,1,0,0
84,67,Suburban,48,4.87,Night,Economy,81,219.99370680056552,1.037037037037037,0.5671641791044776,182.5132974938025,-17.037037037037038,0,1,0
52,9,Suburban,24,4.19,Morning,Economy,102,366.7282586383836,1.3,1.2222222222222223,582.6904553920984,58.888888888888914,0,1,0
38,12,Rural,44,4.85,Evening,Economy,110,356.8814026432877,0.95,3.1666666666666665,356.8814026432877,0.0,0,0,1
26,12,Urban,80,4.27,Afternoon,Economy,134,441.4714772887345,0.65,3.1666666666666665,1118.3944091314606,153.33333333333331,0,1,0
61,39,Suburban,82,4.49,Morning,Premium,46,230.1431447581205,1.525,0.9743589743589743,341.96910868546365,48.58974358974357,0,1,0
87,41,Rural,97,4.27,Afternoon,Premium,37,158.89198003545,1.0740740740740742,0.926829268292683,158.17431074893037,-0.451671183378485,1,0,0
98,46,Suburban,55,4.71,Evening,Economy,173,766.9193242115463,1.2098765432098766,0.8260869565217391,766.5076659591515,-0.05367686527106224,1,0,0
24,13,Urban,54,4.09,Morning,Economy,161,466.7229822330101,0.6,2.923076923076923,1091.413743067962,133.84615384615387,0,0,1
44,8,Urban,43,3.82,Night,Economy,86,233.50662384935427,1.1,1.375,233.50662384935427,0.0,1,0,0
71,59,Urban,71,4.47,Evening,Economy,31,104.1037337805616,1.775,0.6440677966101694,147.82730196839745,41.99999999999998,0,1,0
91,59,Urban,68,4.77,Night,Economy,15,38.33576819209958,1.123456790123457,0.6440677966101694,34.45486326401049,-10.123456790123441,0,0,1
32,14,Urban,75,4.49,Night,Economy,177,761.0167600703148,0.8,2.7142857142857144,761.0167600703148,0.0,1,0,0
79,24,Urban,0,4.26,Evening,Economy,82,284.8625062809567,1.975,1.5833333333333333,890.7887956827417,212.70833333333331,0,0,1
73,27,Urban,55,4.27,Morning,Premium,50,216.06019585156733,1.825,1.4074074074074074,554.9546141594886,156.85185185185185,0,1,0
32,16,Rural,80,4.78,Morning,Economy,11,39.37370119886104,0.8,2.375,39.37370119886104,0.0,0,0,1
22,10,Rural,5,4.44,Morning,Premium,129,471.7821019342959,0.55,1.1,415.16824970218045,-11.999999999999988,0,0,1
35,19,Urban,45,4.99,Afternoon,Economy,159,508.6730024657942,0.875,2.0,508.6730024657942,0.0,0,0,1
24,10,Suburban,79,4.3,Night,Economy,24,95.11851081754354,0.6,1.1,83.70428951943832,-11.999999999999995,0,1,0
67,31,Rural,64,3.62,Night,Economy,169,735.1444900755255,1.675,1.2258064516129032,735.1444900755255,0.0,1,0,0
100,73,Urban,95,3.98,Night,Premium,100,456.60307303079816,1.2345679012345678,0.5205479452054794,450.96599805510925,-1.234567901234576,0,0,1
66,16,Urban,94,4.52,Morning,Economy,34,122.24187517858556,1.65,2.375,122.24187517858556,0.0,0,0,1
96,36,Urban,57,4.06,Evening,Premium,139,599.8171406236374,1.1851851851851851,1.0555555555555556,750.3885216032336,25.1028806584362,0,1,0
60,8,Urban,68,4.84,Morning,Premium,144,438.5186068324803,1.5,1.375,438.5186068324803,0.0,0,1,0
92,31,Rural,54,3.91,Night,Premium,148,516.1330392078827,1.1358024691358024,1.2258064516129032,718.5986081524323,39.227399442453184,0,0,1
92,49,Urban,9,4.23,Evening,Premium,89,397.4831040703401,1.1358024691358024,0.7755102040816326,361.16983283428436,-9.1358024691358,0,0,1
56,37,Urban,27,4.12,Afternoon,Premium,68,317.8400260939533,1.4,1.027027027027027,457.00241589725175,43.78378378378376,0,0,1
88,71,Rural,42,4.87,Afternoon,Premium,109,330.78364034759613,1.0864197530864197,0.5352112676056338,287.49590469717,-13.086419753086417,0,1,0
87,47,Rural,6,4.54,Morning,Premium,162,743.3166378180009,1.0740740740740742,0.8085106382978723,645.4964025811166,-13.159968479117415,0,0,1
85,6,Suburban,92,4.11,Afternoon,Economy,73,274.1712773124912,1.0493827160493827,1.8333333333333333,274.1712773124912,0.0,1,0,0
98,54,Rural,34,4.57,Evening,Premium,113,462.4075929220183,1.2098765432098766,0.7037037037037037,447.56488006279307,-3.2098765432098664,0,1,0
28,14,Rural,24,4.2,Afternoon,Economy,147,533.0802632142761,0.7,2.7142857142857144,1157.5457144081424,117.14285714285715,0,1,0
36,9,Suburban,22,3.51,Night,Premium,37,143.2178421949143,0.9,1.2222222222222223,157.53962641440575,10.000000000000002,0,0,1
20,8,Suburban,38,4.82,Night,Premium,155,574.9456425421428,0.5,1.375,574.9456425421428,0.0,0,0,1
94,36,Rural,41,4.57,Morning,Economy,76,215.741761640662,1.1604938271604939,1.0555555555555556,215.741761640662,0.0,0,1,0
94,82,Suburban,48,4.92,Morning,Premium,20,129.7685299495176,1.1604938271604939,0.4634146341463415,120.47646237288549,-7.16049382716049,1,0,0
70,7,Urban,13,4.09,Afternoon,Economy,117,321.0007657787772,1.75,1.5714285714285714,882.7521058916373,175.00000000000003,0,1,0
90,71,Suburban,37,3.51,Morning,Premium,32,172.59277503910292,1.1111111111111112,0.5352112676056338,153.41580003475815,-11.11111111111111,0,1,0
42,10,Urban,56,4.01,Night,Premium,95,455.20978516158993,1.05,1.1,525.7673018616365,15.500000000000028,0,0,1
44,18,Suburban,88,3.67,Night,Premium,50,199.8397440906976,1.1,2.111111111111111,199.8397440906976,0.0,1,0,0
60,16,Suburban,28,3.91,Evening,Economy,105,281.0970650985199,1.5,2.375,1001.4082944134772,256.25,0,1,0
26,5,Rural,7,4.75,Afternoon,Premium,140,413.54800185803066,0.65,2.2,413.54800185803066,0.0,0,0,1
79,13,Rural,6,4.63,Afternoon,Economy,38,134.09432585149492,1.975,2.923076923076923,134.09432585149492,0.0,0,1,0
26,8,Rural,65,3.58,Night,Premium,89,378.50396161301137,0.65,1.375,378.50396161301137,0.0,1,0,0
62,7,Urban,2,4.71,Morning,Premium,28,162.05358553352147,1.55,1.5714285714285714,162.05358553352147,0.0,0,0,1
42,16,Rural,33,3.63,Morning,Economy,166,513.1161277813304,1.05,2.375,513.1161277813304,0.0,1,0,0
57,16,Urban,0,3.95,Afternoon,Economy,97,308.6385554813678,1.425,2.375,1044.5486112072542,238.43750000000003,0,1,0
33,13,Rural,34,4.78,Morning,Economy,66,239.08854651007988,0.825,2.923076923076923,239.08854651007988,0.0,1,0,0
22,10,Rural,26,4.97,Morning,Economy,170,562.1650160715976,0.55,1.1,494.70521414300595,-11.999999999999993,0,1,0
67,44,Urban,27,4.69,Morning,Economy,129,467.0198948894929,1.675,0.8636363636363636,467.0198948894929,0.0,0,1,0
62,15,Suburban,15,4.28,Night,Economy,73,327.43334173812747,1.55,2.533333333333333,1285.7215885583805,292.6666666666667,0,0,1
95,49,Rural,92,4.27,Night,Premium,99,332.0936161256213,1.1728395061728396,0.7755102040816326,311.59401019194104,-6.1728395061728145,0,1,0
61,36,Urban,72,4.64,Night,Premium,109,457.0853188522962,1.525,1.0555555555555556,457.0853188522962,0.0,0,0,1
48,12,Rural,25,4.26,Night,Economy,180,552.8162271192283,1.2,3.1666666666666665,2100.7016630530675,280.0,0,0,1
93,59,Rural,30,4.11,Afternoon,Premium,89,281.0521288708149,1.1481481481481481,0.6440677966101694,258.1515850368966,-8.148148148148158,0,1,0
59,18,Urban,67,3.86,Morning,Economy,98,288.3451530321269,1.475,2.111111111111111,288.3451530321269,0.0,1,0,0
95,73,Urban,20,3.59,Evening,Premium,138,666.8242060496077,1.1728395061728396,0.5205479452054794,625.6622180218543,-6.172839506172816,0,1,0
71,33,Suburban,4,4.88,Evening,Premium,109,436.0192372930386,1.775,1.1515151515151516,436.0192372930386,0.0,0,1,0
20,7,Suburban,71,3.83,Morning,Premium,51,248.22030676592635,0.5,1.5714285714285714,248.22030676592635,0.0,1,0,0
23,7,Urban,96,3.97,Afternoon,Premium,165,493.2338839519256,0.575,1.5714285714285714,493.2338839519256,0.0,1,0,0
80,69,Suburban,94,4.44,Night,Economy,74,291.5110820764234,2.0,0.5507246376811594,466.41773132227746,60.00000000000001,0,0,1
58,10,Urban,51,4.27,Night,Premium,138,459.0606514814432,1.45,1.1,459.0606514814432,0.0,1,0,0
71,25,Urban,72,4.46,Evening,Economy,169,603.9358824371426,1.775,1.52,603.9358824371426,0.0,1,0,0
69,26,Rural,48,4.28,Evening,Premium,175,502.6040622268877,1.725,1.4615384615384615,502.6040622268877,0.0,1,0,0
89,54,Suburban,48,4.38,Afternoon,Economy,24,74.78832688768996,1.0987654320987654,0.7037037037037037,65.7398626469571,-12.09876543209876,1,0,0
84,62,Urban,52,4.61,Afternoon,Economy,29,126.23081147979764,1.037037037037037,0.6129032258064516,104.72482137583211,-17.03703703703704,0,0,1
98,61,Urban,91,4.28,Night,Economy,95,319.94237960548924,1.2098765432098766,0.6229508196721312,309.6726242107452,-3.2098765432098575,0,0,1
95,25,Urban,26,3.62,Morning,Economy,81,207.61291922267668,1.1728395061728396,1.52,207.61291922267668,0.0,1,0,0
79,29,Rural,29,4.22,Night,Economy,99,304.74417790488224,1.975,1.3103448275862069,788.6569155779797,158.79310344827587,0,0,1
82,10,Urban,97,4.43,Night,Economy,177,481.7658793191911,1.0123456790123457,1.1,536.484966846803,11.358024691358045,0,0,1
87,5,Rural,6,3.76,Evening,Economy,28,83.3353748167845,1.0740740740740742,2.2,83.3353748167845,0.0,1,0,0
83,35,Rural,3,4.32,Night,Premium,116,513.6451022177532,1.0246913580246915,1.0857142857142856,513.6451022177532,0.0,1,0,0
47,9,Rural,5,4.81,Night,Premium,178,561.374877548703,1.175,1.2222222222222223,561.374877548703,0.0,0,1,0
34,7,Urban,54,4.71,Night,Premium,149,516.51117285383,0.85,1.5714285714285714,516.51117285383,0.0,0,0,1
26,13,Rural,14,4.19,Morning,Economy,174,666.4286805847338,0.65,2.923076923076923,1558.41783767507,133.84615384615387,0,1,0
88,7,Rural,11,3.64,Night,Premium,130,573.2085393656391,1.0864197530864197,1.5714285714285714,573.2085393656391,0.0,1,0,0
57,26,Rural,92,3.8,Evening,Premium,67,283.7979251507492,1.425,1.4615384615384615,591.0637556505028,108.2692307692308,0,1,0
45,17,Rural,67,4.7,Afternoon,Economy,15,66.78323718712389,1.125,2.235294117647059,66.78323718712389,0.0,0,0,1
82,26,Urban,35,4.71,Morning,Economy,114,289.2390324634591,1.0123456790123457,1.4615384615384615,289.2390324634591,0.0,1,0,0
54,39,Rural,88,4.59,Evening,Economy,42,147.42638660593482,1.35,0.9743589743589743,147.42638660593482,0.0,1,0,0
95,24,Suburban,79,3.5,Afternoon,Economy,130,552.2304431046015,1.1728395061728396,1.5833333333333333,552.2304431046015,0.0,1,0,0
63,31,Suburban,2,3.81,Evening,Premium,160,632.5601419476765,1.575,1.2258064516129032,1221.2491772764013,93.06451612903227,0,0,1
43,18,Urban,58,4.22,Evening,Economy,156,494.7452574847764,1.075,2.111111111111111,494.7452574847764,0.0,1,0,0
33,14,Suburban,87,4.81,Evening,Premium,17,118.98653335805044,0.825,2.7142857142857144,118.98653335805044,0.0,0,1,0
33,23,Urban,24,4.21,Morning,Premium,11,91.38952597435124,0.825,1.6521739130434783,91.38952597435124,0.0,1,0,0
84,29,Urban,92,4.55,Morning,Premium,94,424.1559867017463,1.037037037037037,1.3103448275862069,424.1559867017463,0.0,0,1,0
44,6,Suburban,80,4.13,Night,Premium,40,157.36483032789283,1.1,1.8333333333333333,157.36483032789283,0.0,1,0,0
53,27,Suburban,78,3.63,Night,Premium,58,279.09504825213924,1.325,1.4074074074074074,520.4605807220448,86.48148148148148,0,1,0
78,63,Rural,14,4.21,Afternoon,Economy,147,655.065105532243,1.95,0.6031746031746031,655.065105532243,0.0,1,0,0
